Date,Away_Team,Home_Team,Bet_On,Prediction,Actual,Result,Bet_Amount,Profit_Loss,Running_Total,Confidence,Odds
2024-03-15,LA Clippers,New Orleans Pelicans,home,0.608,1,WIN,100,164.60000610351562,43225.4,0.608,164.6
2024-03-15,Denver Nuggets,San Antonio Spurs,away,0.289,0,WIN,100,140.74000549316406,43366.14,0.289,140.74
2024-03-15,Phoenix Suns,Charlotte Hornets,away,0.281,0,WIN,100,139.11000061035156,43505.26,0.281,139.11
2024-03-15,Miami Heat,Detroit Pistons,away,0.277,0,WIN,100,138.39999389648438,43643.66,0.277,138.4
2024-03-15,Orlando Magic,Toronto Raptors,away,0.319,0,WIN,100,146.82000732421875,43790.48,0.319,146.82
2024-03-16,Minnesota Timberwolves,Utah Jazz,away,0.341,0,WIN,100,151.83999633789062,43942.31,0.341,151.84
2024-03-16,Washington Wizards,Chicago Bulls,home,0.793,1,WIN,100,126.1500015258789,44068.47,0.793,126.15
2024-03-16,Portland Trail Blazers,New Orleans Pelicans,home,0.829,1,WIN,100,120.69000244140625,44189.16,0.829,120.69
2024-03-16,Charlotte Hornets,Philadelphia 76ers,home,0.814,1,WIN,100,122.8499984741211,44312.02,0.814,122.85
2024-03-16,Brooklyn Nets,Indiana Pacers,home,0.731,1,WIN,100,136.8300018310547,44448.84,0.731,136.83
2024-03-16,Oklahoma City Thunder,Memphis Grizzlies,away,0.244,0,WIN,100,132.22999572753906,44581.08,0.244,132.23
2024-03-17,Phoenix Suns,Milwaukee Bucks,home,0.647,1,WIN,100,154.5800018310547,44735.66,0.647,154.58
2024-03-17,Miami Heat,Detroit Pistons,away,0.27,0,WIN,100,136.99000549316406,44872.65,0.27,136.99
2024-03-17,Boston Celtics,Washington Wizards,away,0.25,0,WIN,100,133.3300018310547,45005.98,0.25,133.33
2024-03-17,Toronto Raptors,Orlando Magic,home,0.754,1,WIN,100,132.5800018310547,45138.56,0.754,132.58
2024-03-17,Atlanta Hawks,LA Clippers,home,0.779,0,LOSS,100,-100.0,45038.56,0.779,128.38
2024-03-18,Atlanta Hawks,Los Angeles Lakers,home,0.698,1,WIN,100,143.27999877929688,45181.84,0.698,143.28
2024-03-18,Memphis Grizzlies,Sacramento Kings,home,0.744,1,WIN,100,134.4600067138672,45316.3,0.744,134.46
2024-03-18,Minnesota Timberwolves,Utah Jazz,away,0.33,0,WIN,100,149.35000610351562,45465.65,0.33,149.35
2024-03-18,Miami Heat,Philadelphia 76ers,home,0.611,1,WIN,100,163.64999389648438,45629.3,0.611,163.65
2024-03-18,Detroit Pistons,Boston Celtics,home,0.865,1,WIN,100,115.66999816894531,45744.97,0.865,115.67
2024-03-18,Portland Trail Blazers,Chicago Bulls,home,0.782,1,WIN,100,127.83000183105469,45872.8,0.782,127.83
2024-03-19,Charlotte Hornets,Orlando Magic,home,0.808,1,WIN,100,123.7300033569336,45996.53,0.808,123.73
2024-03-19,Houston Rockets,Washington Wizards,away,0.294,0,WIN,100,141.57000732421875,46138.1,0.294,141.57
2024-03-19,New Orleans Pelicans,Brooklyn Nets,away,0.337,0,WIN,100,150.88999938964844,46288.99,0.337,150.89
2024-03-19,Dallas Mavericks,San Antonio Spurs,away,0.299,0,WIN,100,142.69000244140625,46431.68,0.299,142.69
2024-03-19,Denver Nuggets,Minnesota Timberwolves,home,0.628,0,LOSS,100,-100.0,46331.68,0.628,159.14
2024-03-20,Philadelphia 76ers,Phoenix Suns,home,0.636,1,WIN,100,157.1300048828125,46488.81,0.636,157.13
2024-03-20,LA Clippers,Portland Trail Blazers,away,0.22,0,WIN,100,128.17999267578125,46616.99,0.22,128.18
2024-03-20,Utah Jazz,Oklahoma City Thunder,home,0.73,1,WIN,100,137.02999877929688,46754.02,0.73,137.03
2024-03-20,Memphis Grizzlies,Golden State Warriors,home,0.793,1,WIN,100,126.05999755859375,46880.08,0.793,126.06
2024-03-20,Sacramento Kings,Toronto Raptors,away,0.311,0,WIN,100,145.1199951171875,47025.2,0.311,145.12
2024-03-20,Miami Heat,Cleveland Cavaliers,home,0.715,0,LOSS,100,-100.0,46925.2,0.715,139.94
2024-03-20,Indiana Pacers,Detroit Pistons,away,0.317,0,WIN,100,146.3300018310547,47071.53,0.317,146.33
2024-03-20,Milwaukee Bucks,Boston Celtics,home,0.605,1,WIN,100,165.22999572753906,47236.76,0.605,165.23
2024-03-21,Atlanta Hawks,Phoenix Suns,home,0.726,1,WIN,100,137.75,47374.52,0.726,137.75
2024-03-21,New York Knicks,Denver Nuggets,home,0.657,1,WIN,100,152.11000061035156,47526.63,0.657,152.11
2024-03-21,Utah Jazz,Dallas Mavericks,home,0.706,1,WIN,100,141.72999572753906,47668.36,0.706,141.73
2024-03-21,Sacramento Kings,Washington Wizards,away,0.318,1,LOSS,100,-100.0,47568.36,0.318,146.67
2024-03-21,Brooklyn Nets,Milwaukee Bucks,home,0.793,1,WIN,100,126.11000061035156,47694.47,0.793,126.11
2024-03-22,Boston Celtics,Detroit Pistons,away,0.266,0,WIN,100,136.2899932861328,47830.76,0.266,136.29
2024-03-22,Oklahoma City Thunder,Toronto Raptors,away,0.282,0,WIN,100,139.3300018310547,47970.08,0.282,139.33
2024-03-22,Cleveland Cavaliers,Minnesota Timberwolves,home,0.639,1,WIN,100,156.61000061035156,48126.7,0.639,156.61
2024-03-22,LA Clippers,Portland Trail Blazers,away,0.212,0,WIN,100,126.9000015258789,48253.6,0.212,126.9
2024-03-22,Indiana Pacers,Golden State Warriors,home,0.632,0,LOSS,100,-100.0,48153.6,0.632,158.26
2024-03-23,Denver Nuggets,Portland Trail Blazers,away,0.216,0,WIN,100,127.5999984741211,48281.2,0.216,127.6
2024-03-23,Utah Jazz,Houston Rockets,home,0.648,1,WIN,100,154.41000366210938,48435.62,0.648,154.41
2024-03-23,Phoenix Suns,San Antonio Spurs,away,0.288,0,WIN,100,140.36000061035156,48575.97,0.288,140.36
2024-03-23,Charlotte Hornets,Atlanta Hawks,home,0.685,1,WIN,100,145.99000549316406,48721.96,0.685,145.99
2024-03-23,Brooklyn Nets,New York Knicks,home,0.754,1,WIN,100,132.6699981689453,48854.64,0.754,132.67
2024-03-24,New Orleans Pelicans,Detroit Pistons,away,0.242,0,WIN,100,131.88999938964844,48986.52,0.242,131.89
2024-03-24,Philadelphia 76ers,LA Clippers,home,0.74,0,LOSS,100,-100.0,48886.52,0.74,135.16
2024-03-24,Golden State Warriors,Minnesota Timberwolves,home,0.716,1,WIN,100,139.75999450683594,49026.29,0.716,139.76
2024-03-25,Indiana Pacers,LA Clippers,home,0.752,0,LOSS,100,-100.0,48926.29,0.752,133.04
2024-03-25,Memphis Grizzlies,Denver Nuggets,home,0.831,1,WIN,100,120.31999969482422,49046.61,0.831,120.32
2024-03-25,Dallas Mavericks,Utah Jazz,away,0.336,0,WIN,100,150.7100067138672,49197.32,0.336,150.71
2024-03-25,Washington Wizards,Chicago Bulls,home,0.757,0,LOSS,100,-100.0,49097.32,0.757,132.05
2024-03-25,Portland Trail Blazers,Houston Rockets,home,0.81,1,WIN,100,123.45999908447266,49220.78,0.81,123.46
2024-03-25,Detroit Pistons,New York Knicks,home,0.839,1,WIN,100,119.19000244140625,49339.98,0.839,119.19
2024-03-25,Boston Celtics,Atlanta Hawks,away,0.388,1,LOSS,100,-100.0,49239.98,0.388,163.49
2024-03-25,Charlotte Hornets,Cleveland Cavaliers,home,0.807,1,WIN,100,123.91999816894531,49363.89,0.807,123.92
2024-03-25,Phoenix Suns,San Antonio Spurs,away,0.285,1,LOSS,100,-100.0,49263.89,0.285,139.94
2024-03-26,Los Angeles Lakers,Milwaukee Bucks,home,0.746,0,LOSS,100,-100.0,49163.89,0.746,134.0
2024-03-27,Phoenix Suns,Denver Nuggets,home,0.653,0,LOSS,100,-100.0,49063.89,0.653,153.1
2024-03-27,Houston Rockets,Oklahoma City Thunder,home,0.704,0,LOSS,100,-100.0,48963.89,0.704,142.1
2024-03-27,Los Angeles Lakers,Memphis Grizzlies,away,0.3,0,WIN,100,142.7899932861328,49106.68,0.3,142.79
2024-03-27,Detroit Pistons,Minnesota Timberwolves,home,0.845,1,WIN,100,118.27999877929688,49224.96,0.845,118.28
2024-03-27,San Antonio Spurs,Utah Jazz,home,0.69,0,LOSS,100,-100.0,49124.96,0.69,144.98
2024-03-27,Portland Trail Blazers,Atlanta Hawks,home,0.704,1,WIN,100,142.02999877929688,49266.99,0.704,142.03
2024-03-27,New York Knicks,Toronto Raptors,away,0.303,0,WIN,100,143.39999389648438,49410.38,0.303,143.4
2024-03-27,Brooklyn Nets,Washington Wizards,away,0.393,0,WIN,100,164.61000061035156,49575.0,0.393,164.61
2024-03-27,Golden State Warriors,Orlando Magic,home,0.656,0,LOSS,100,-100.0,49475.0,0.656,152.52
2024-03-27,Cleveland Cavaliers,Charlotte Hornets,away,0.266,1,LOSS,100,-100.0,49375.0,0.266,136.19
2024-03-28,Boston Celtics,Atlanta Hawks,away,0.374,0,WIN,100,159.67999267578125,49534.68,0.374,159.68
2024-03-30,Memphis Grizzlies,Orlando Magic,home,0.757,1,WIN,100,132.05999755859375,49666.74,0.757,132.06
2024-03-30,Milwaukee Bucks,Atlanta Hawks,away,0.393,0,WIN,100,164.77999877929688,49831.51,0.393,164.78
2024-03-31,Utah Jazz,Sacramento Kings,home,0.666,1,WIN,100,150.0500030517578,49981.56,0.666,150.05
2024-03-31,Golden State Warriors,San Antonio Spurs,away,0.344,0,WIN,100,152.4600067138672,50134.02,0.344,152.46
2024-03-31,Chicago Bulls,Minnesota Timberwolves,home,0.773,0,LOSS,100,-100.0,50034.02,0.773,129.4
2024-03-31,Cleveland Cavaliers,Denver Nuggets,home,0.645,1,WIN,100,154.94000244140625,50188.96,0.645,154.94
2024-03-31,Miami Heat,Washington Wizards,away,0.271,0,WIN,100,137.2100067138672,50326.17,0.271,137.21
2024-03-31,Philadelphia 76ers,Toronto Raptors,away,0.34,0,WIN,100,151.44000244140625,50477.62,0.34,151.44
2024-03-31,LA Clippers,Charlotte Hornets,away,0.242,0,WIN,100,131.9199981689453,50609.53,0.242,131.92
2024-03-31,Los Angeles Lakers,Brooklyn Nets,away,0.352,0,WIN,100,154.25,50763.78,0.352,154.25
2024-04-01,Brooklyn Nets,Indiana Pacers,home,0.713,1,WIN,100,140.25999450683594,50904.04,0.713,140.26
2024-04-01,Boston Celtics,Charlotte Hornets,away,0.214,0,WIN,100,127.29000091552734,51031.33,0.214,127.29
2024-04-01,Portland Trail Blazers,Orlando Magic,home,0.796,1,WIN,100,125.61000061035156,51156.94,0.796,125.61
2024-04-02,Milwaukee Bucks,Washington Wizards,away,0.246,1,LOSS,100,-100.0,51056.94,0.246,132.57
2024-04-02,Los Angeles Lakers,Toronto Raptors,away,0.301,0,WIN,100,143.08999633789062,51200.02,0.301,143.09
2024-04-02,Houston Rockets,Minnesota Timberwolves,home,0.721,1,WIN,100,138.60000610351562,51338.63,0.721,138.6
2024-04-02,Cleveland Cavaliers,Utah Jazz,away,0.312,0,WIN,100,145.33999633789062,51483.97,0.312,145.34
2024-04-02,San Antonio Spurs,Denver Nuggets,home,0.813,1,WIN,100,123.02999877929688,51607.0,0.813,123.03
2024-04-03,Orlando Magic,New Orleans Pelicans,home,0.632,0,LOSS,100,-100.0,51507.0,0.632,158.35
2024-04-03,Toronto Raptors,Minnesota Timberwolves,home,0.845,1,WIN,100,118.3499984741211,51625.35,0.845,118.35
2024-04-03,Memphis Grizzlies,Milwaukee Bucks,home,0.857,0,LOSS,100,-100.0,51525.35,0.857,116.69
2024-04-03,Detroit Pistons,Atlanta Hawks,home,0.656,1,WIN,100,152.47000122070312,51677.82,0.656,152.47
2024-04-03,Los Angeles Lakers,Washington Wizards,away,0.332,0,WIN,100,149.6699981689453,51827.49,0.332,149.67
2024-04-03,Oklahoma City Thunder,Boston Celtics,home,0.628,1,WIN,100,159.16000366210938,51986.65,0.628,159.16
2024-04-04,Atlanta Hawks,Dallas Mavericks,home,0.691,1,WIN,100,144.63999938964844,52131.3,0.691,144.64
2024-04-04,Denver Nuggets,LA Clippers,home,0.659,1,WIN,100,151.83999633789062,52283.14,0.659,151.84
2024-04-05,Utah Jazz,LA Clippers,home,0.745,1,WIN,100,134.30999755859375,52417.44,0.745,134.31
2024-04-05,Golden State Warriors,Dallas Mavericks,home,0.616,1,WIN,100,162.4199981689453,52579.86,0.616,162.42
2024-04-05,Toronto Raptors,Milwaukee Bucks,home,0.816,0,LOSS,100,-100.0,52479.86,0.816,122.56
2024-04-05,Sacramento Kings,Boston Celtics,home,0.794,1,WIN,100,125.98999786376953,52605.85,0.794,125.99
2024-04-05,Orlando Magic,Charlotte Hornets,away,0.277,1,LOSS,100,-100.0,52505.85,0.277,138.25
2024-04-05,San Antonio Spurs,New Orleans Pelicans,home,0.784,0,LOSS,100,-100.0,52405.85,0.784,127.56
2024-04-06,Detroit Pistons,Brooklyn Nets,home,0.738,1,WIN,100,135.52999877929688,52541.38,0.738,135.53
2024-04-06,Philadelphia 76ers,Memphis Grizzlies,away,0.272,0,WIN,100,137.39999389648438,52678.78,0.272,137.4
2024-04-06,Atlanta Hawks,Denver Nuggets,home,0.765,1,WIN,100,130.72000122070312,52809.5,0.765,130.72
2024-04-07,Utah Jazz,Golden State Warriors,home,0.718,1,WIN,100,139.30999755859375,52948.81,0.718,139.31
2024-04-07,Sacramento Kings,Brooklyn Nets,away,0.345,0,WIN,100,152.6199951171875,53101.43,0.345,152.62
2024-04-07,New York Knicks,Milwaukee Bucks,home,0.634,0,LOSS,100,-100.0,53001.43,0.634,157.85
2024-04-07,Chicago Bulls,Orlando Magic,home,0.672,1,WIN,100,148.8300018310547,53150.26,0.672,148.83
2024-04-07,Philadelphia 76ers,San Antonio Spurs,away,0.367,0,WIN,100,158.0399932861328,53308.3,0.367,158.04
2024-04-07,Portland Trail Blazers,Boston Celtics,home,0.905,1,WIN,100,110.44999694824219,53418.74,0.905,110.45
2024-04-07,Houston Rockets,Dallas Mavericks,home,0.653,1,WIN,100,153.0800018310547,53571.82,0.653,153.08
2024-04-07,Cleveland Cavaliers,LA Clippers,home,0.687,1,WIN,100,145.52000427246094,53717.34,0.687,145.52
2024-04-07,Oklahoma City Thunder,Charlotte Hornets,away,0.228,0,WIN,100,129.58999633789062,53846.93,0.228,129.59
2024-04-09,New Orleans Pelicans,Portland Trail Blazers,away,0.214,0,WIN,100,127.25,53974.18,0.214,127.25
2024-04-09,Denver Nuggets,Utah Jazz,away,0.288,0,WIN,100,140.5399932861328,54114.72,0.288,140.54
2024-04-09,Sacramento Kings,Oklahoma City Thunder,home,0.633,1,WIN,100,158.05999755859375,54272.78,0.633,158.06
2024-04-09,Washington Wizards,Minnesota Timberwolves,home,0.847,1,WIN,100,118.01000213623047,54390.78,0.847,118.01
2024-04-09,Indiana Pacers,Toronto Raptors,away,0.359,0,WIN,100,155.9499969482422,54546.74,0.359,155.95
2024-04-09,Detroit Pistons,Philadelphia 76ers,home,0.804,1,WIN,100,124.4000015258789,54671.14,0.804,124.4
2024-04-09,Dallas Mavericks,Charlotte Hornets,away,0.263,0,WIN,100,135.6300048828125,54806.76,0.263,135.63
2024-04-10,Phoenix Suns,LA Clippers,home,0.687,0,LOSS,100,-100.0,54706.76,0.687,145.54
2024-04-10,San Antonio Spurs,Oklahoma City Thunder,home,0.777,1,WIN,100,128.64999389648438,54835.42,0.777,128.65
2024-04-10,Orlando Magic,Milwaukee Bucks,home,0.691,1,WIN,100,144.6999969482422,54980.11,0.691,144.7
2024-04-10,Toronto Raptors,Brooklyn Nets,home,0.623,1,WIN,100,160.61000061035156,55140.72,0.623,160.61
2024-04-10,Charlotte Hornets,Atlanta Hawks,home,0.722,0,LOSS,100,-100.0,55040.72,0.722,138.58
2024-04-10,Memphis Grizzlies,Cleveland Cavaliers,home,0.823,1,WIN,100,121.56999969482422,55162.28,0.823,121.57
2024-04-11,Chicago Bulls,Detroit Pistons,away,0.342,0,WIN,100,152.07000732421875,55314.36,0.342,152.07
2024-04-11,New York Knicks,Boston Celtics,home,0.726,0,LOSS,100,-100.0,55214.36,0.726,137.78
2024-04-11,Houston Rockets,Utah Jazz,away,0.344,1,LOSS,100,-100.0,55114.36,0.344,152.55
2024-04-11,Golden State Warriors,Portland Trail Blazers,away,0.244,0,WIN,100,132.24000549316406,55246.6,0.244,132.24
2024-04-12,Utah Jazz,LA Clippers,home,0.828,0,LOSS,100,-100.0,55146.6,0.828,120.76
2024-04-12,Houston Rockets,Portland Trail Blazers,away,0.296,0,WIN,100,142.1300048828125,55288.73,0.296,142.13
2024-04-12,Detroit Pistons,Dallas Mavericks,home,0.804,0,LOSS,100,-100.0,55188.73,0.804,124.38
2024-04-12,Atlanta Hawks,Minnesota Timberwolves,home,0.776,1,WIN,100,128.82000732421875,55317.56,0.776,128.82
2024-04-12,Los Angeles Lakers,Memphis Grizzlies,away,0.271,0,WIN,100,137.1699981689453,55454.73,0.271,137.17
2024-04-12,Milwaukee Bucks,Oklahoma City Thunder,home,0.612,1,WIN,100,163.41000366210938,55618.14,0.612,163.41
2024-04-12,Toronto Raptors,Miami Heat,home,0.723,1,WIN,100,138.22000122070312,55756.36,0.723,138.22
2024-04-12,Brooklyn Nets,New York Knicks,home,0.714,1,WIN,100,139.97000122070312,55896.33,0.714,139.97
2024-04-12,Charlotte Hornets,Boston Celtics,home,0.853,1,WIN,100,117.2300033569336,56013.56,0.853,117.23
2024-04-12,Chicago Bulls,Washington Wizards,away,0.375,0,WIN,100,159.8800048828125,56173.44,0.375,159.88
2024-04-12,Denver Nuggets,San Antonio Spurs,away,0.287,1,LOSS,100,-100.0,56073.44,0.287,140.32
2024-04-14,Phoenix Suns,Minnesota Timberwolves,home,0.629,0,LOSS,100,-100.0,55973.44,0.629,158.97
2024-04-14,Portland Trail Blazers,Sacramento Kings,home,0.775,1,WIN,100,128.9499969482422,56102.38,0.775,128.95
2024-04-14,Utah Jazz,Golden State Warriors,home,0.678,1,WIN,100,147.5,56249.88,0.678,147.5
2024-04-14,Dallas Mavericks,Oklahoma City Thunder,home,0.615,1,WIN,100,162.6699981689453,56412.56,0.615,162.67
2024-04-14,Los Angeles Lakers,New Orleans Pelicans,home,0.64,0,LOSS,100,-100.0,56312.56,0.64,156.35
2024-04-14,Denver Nuggets,Memphis Grizzlies,away,0.241,0,WIN,100,131.8300018310547,56444.38,0.241,131.83
2024-04-14,Houston Rockets,LA Clippers,home,0.744,0,LOSS,100,-100.0,56344.38,0.744,134.36
2024-04-14,Washington Wizards,Boston Celtics,home,0.841,1,WIN,100,118.9800033569336,56463.36,0.841,118.98
2024-04-14,Charlotte Hornets,Cleveland Cavaliers,home,0.837,0,LOSS,100,-100.0,56363.36,0.837,119.54
2024-04-14,Brooklyn Nets,Philadelphia 76ers,home,0.684,1,WIN,100,146.10000610351562,56509.46,0.684,146.1
2024-04-14,Toronto Raptors,Miami Heat,home,0.726,1,WIN,100,137.64999389648438,56647.12,0.726,137.65
2024-04-14,Chicago Bulls,New York Knicks,home,0.735,1,WIN,100,136.0500030517578,56783.17,0.735,136.05
2024-04-14,Atlanta Hawks,Indiana Pacers,home,0.693,1,WIN,100,144.3300018310547,56927.5,0.693,144.33
2024-04-16,Los Angeles Lakers,New Orleans Pelicans,home,0.628,0,LOSS,100,-100.0,56827.5,0.628,159.3
2024-04-19,Chicago Bulls,Miami Heat,home,0.654,1,WIN,100,152.9600067138672,56980.46,0.654,152.96
2024-04-19,Sacramento Kings,New Orleans Pelicans,home,0.647,1,WIN,100,154.63999938964844,57135.1,0.647,154.64
2024-04-20,Phoenix Suns,Minnesota Timberwolves,home,0.634,1,WIN,100,157.83999633789062,57292.94,0.634,157.84
2024-04-20,Philadelphia 76ers,New York Knicks,home,0.617,1,WIN,100,162.00999450683594,57454.96,0.617,162.01
2024-04-20,Los Angeles Lakers,Denver Nuggets,home,0.617,1,WIN,100,162.19000244140625,57617.15,0.617,162.19
2024-04-21,New Orleans Pelicans,Oklahoma City Thunder,home,0.647,1,WIN,100,154.5500030517578,57771.7,0.647,154.55
2024-04-21,Miami Heat,Boston Celtics,home,0.789,1,WIN,100,126.75,57898.44,0.789,126.75
2024-04-21,Dallas Mavericks,LA Clippers,home,0.636,1,WIN,100,157.13999938964844,58055.58,0.636,157.14
2024-04-22,Los Angeles Lakers,Denver Nuggets,home,0.617,1,WIN,100,162.19000244140625,58217.78,0.617,162.19
2024-04-22,Philadelphia 76ers,New York Knicks,home,0.617,1,WIN,100,162.00999450683594,58379.8,0.617,162.01
2024-04-23,Phoenix Suns,Minnesota Timberwolves,home,0.634,1,WIN,100,157.83999633789062,58537.64,0.634,157.84
2024-04-23,Indiana Pacers,Milwaukee Bucks,home,0.604,0,LOSS,100,-100.0,58437.64,0.604,165.56
2024-04-23,Dallas Mavericks,LA Clippers,home,0.636,0,LOSS,100,-100.0,58337.64,0.636,157.14
2024-04-24,Miami Heat,Boston Celtics,home,0.789,0,LOSS,100,-100.0,58237.64,0.789,126.75
2024-04-24,New Orleans Pelicans,Oklahoma City Thunder,home,0.647,1,WIN,100,154.5500030517578,58392.18,0.647,154.55
